ID,Series,Repeat,Ambient Humidity,Ambient Temperature,ECSt mAU,gH+,Leaf Temperature Differential,LEF,Light Intensity (PAR),NPQt,Phi2,PhiNO,PhiNPQ,PS1 Active Centers,PS1 Open Centers,PS1 Over Reduced Centers,PS1 Oxidized Centers,vH+,time,id?,Time of Day,User,Device ID,Label,Treatment,dayspostdrought,weight,Rating ,Rootbiomass,Shootbiomass,Species
3166205,Whole Data Set,1,38.03711,29.6,0.00016,66.314,0.73,9.67,29.32,0.432,0.733,0.187,0.081,1.511,0.262,0.475,0.263,0.011,12/11/22 12:28,41,12.47638889,Zachary Noel,31:f4:e8:3e,41,OEO-304,10,106.21,na,,,M. calciphila OEO-304
3166206,Whole Data Set,1,37.55176,29.69,0.00011,1283.801,0.68,97.54,305.282,-0.021,0.71,0.296,-0.006,0.219,0.951,-1.968,2.017,0.141,12/11/22 12:29,42,12.48583333,Zachary Noel,31:f4:e8:3e,42,DF,10,271.84,na,,,control drought
3166207,Whole Data Set,1,38.85742,29.79,0.00051,66.139,0.64,39.92,144.247,0.419,0.615,0.271,0.114,1.431,0.165,0.547,0.289,0.034,12/11/22 12:29,43,12.49305556,Zachary Noel,31:f4:e8:3e,43,NVP5,10,125.61,na,,,M. elongata NVP
3166208,Whole Data Set,1,37.87988,29.88,0.00011,-36406.922,-0.41,6.65,29.498,3.083,0.501,0.122,0.377,0.327,1.205,-1.185,0.98,-4.005,12/11/22 12:30,44,12.50138889,Zachary Noel,31:f4:e8:3e,44,OEO-196,10,142.13,na,,,L. elongata OEO-196
3166209,Whole Data Set,1,37,30,0.00115,23.594,0.47,60.23,372.831,1.099,0.359,0.305,0.336,1.822,0.273,0.268,0.459,0.027,12/11/22 12:30,45,12.51055556,Zachary Noel,31:f4:e8:3e,45,OEO-305,10,116.9,na,,,M. alpina OEO-305
3166210,Whole Data Set,1,37.94629,30.1,0.00065,198.308,-1.75,101.79,432.503,0.962,0.523,0.243,0.234,1.236,0.323,0.122,0.555,0.129,12/11/22 12:31,46,12.51805556,Zachary Noel,31:f4:e8:3e,46,NDF,10,250.05,na,,,control No-drought
3166211,Whole Data Set,1,38.08691,30.19,0.00067,88.378,0.24,84.36,303.341,0.667,0.618,0.229,0.153,0.718,0.396,-0.237,0.841,0.059,12/11/22 12:31,47,12.525,Zachary Noel,31:f4:e8:3e,47,CCH_F37_B,10,112.28,na,,,P. citrinum CCH_F37_B
3166212,Whole Data Set,1,37.09668,30.3,0.00149,40.659,0.35,57.12,246.49,1.144,0.515,0.226,0.259,1.568,0.508,0.053,0.44,0.061,12/11/22 12:31,48,12.5325,Zachary Noel,31:f4:e8:3e,48,OEO-198,10,128.69,na,,,L. elongata OEO-198
3169409,Whole Data Set,1,50.26465,21.63,0.00099,43.607,1.04,46.17,215.086,0.994,0.477,0.262,0.261,2.594,0.286,0.497,0.217,0.043,12/13/22 15:59,1,15.995,Zachary Noel,31:f4:e8:3e,1,OEO-196,12,109.39,3,,,L. elongata OEO-196
3169410,Whole Data Set,1,51.67676,21.84,0.00017,952.609,1.11,103.38,461.321,0.752,0.498,0.286,0.215,-0.075,-0.645,9.11,-7.465,0.162,12/13/22 16:00,2,16.00861111,Zachary Noel,31:f4:e8:3e,2,NDF,12,222.18,0,,,control No-drought
3169411,Whole Data Set,1,52.5166,21.99,0.00074,149.068,3.06,78.5,295.15,0.628,0.591,0.251,0.158,2.357,0.299,0.448,0.253,0.11,12/13/22 16:01,3,16.01694444,Zachary Noel,31:f4:e8:3e,3,DF,12,99.54,2,,,control drought
3169412,Whole Data Set,1,52.6582,22.19,0.00143,26.367,2,32.85,431.986,0.788,0.169,0.465,0.366,2.661,0.208,0.469,0.324,0.038,12/13/22 16:01,4,16.02555556,Zachary Noel,31:f4:e8:3e,4,OEO-198,12,113.82,3,,,L. elongata OEO-198
3169413,Whole Data Set,1,52.93066,22.42,0.00129,22.331,4.05,21.9,107.914,1.208,0.451,0.248,0.3,1.916,0.112,-0.122,1.011,0.029,12/13/22 16:02,5,16.03527778,Zachary Noel,31:f4:e8:3e,5,CCH_F37_B,12,107.54,3,,,P. citrinum CCH_F37_B
3169414,Whole Data Set,1,52.61035,22.59,0.00017,125.796,2.02,39.25,190.866,2.904,0.457,0.139,0.404,1.623,0.383,0.728,-0.111,0.021,12/13/22 16:02,6,16.04333333,Zachary Noel,31:f4:e8:3e,6,OEO-305,12,104.88,3,,,M. alpina OEO-305
3169416,Whole Data Set,1,52.49316,22.8,0.00155,26.368,2.19,36.56,220.175,1.263,0.369,0.279,0.352,2.184,0.474,0.187,0.339,0.041,12/13/22 16:03,7,16.05083333,Zachary Noel,31:f4:e8:3e,7,NVP5,12,111.08,3,,,M. elongata NVP
3169418,Whole Data Set,1,52.87402,23.03,0.00096,81.379,4.96,57.78,215.809,1.031,0.595,0.2,0.206,2.195,0.337,0.407,0.256,0.078,12/13/22 16:03,8,16.06138889,Zachary Noel,31:f4:e8:3e,8,OEO-304,12,107.53,2,,,M. calciphila OEO-304
3169420,Whole Data Set,1,50.81934,23.41,0.00028,245.082,2.22,42.57,137.686,0.832,0.687,0.171,0.142,0.961,0.223,0.545,0.231,0.069,12/13/22 16:04,9,16.07861111,Zachary Noel,31:f4:e8:3e,9,NDF,12,241.86,0,,,control No-drought
3169421,Whole Data Set,1,51.43066,23.59,0.00107,57.929,3.9,33.47,399.93,1.206,0.186,0.369,0.445,1.872,0.203,0.549,0.247,0.062,12/13/22 16:05,10,16.08777778,Zachary Noel,31:f4:e8:3e,10,OEO-305,12,110.35,4,,,M. alpina OEO-305
3169423,Whole Data Set,1,52.20898,23.8,0.00126,56.032,3.09,81.59,349.353,0.867,0.519,0.258,0.223,2.407,0.206,0.221,0.572,0.071,12/13/22 16:05,11,16.09722222,Zachary Noel,31:f4:e8:3e,11,DF,12,97.2,3,,,control drought
3169424,Whole Data Set,1,52.57324,23.98,0.00122,73.287,3.09,73.88,299.612,1.421,0.548,0.187,0.265,1.596,0.244,0.48,0.276,0.089,12/13/22 16:06,12,16.10555556,Zachary Noel,31:f4:e8:3e,12,OEO-198,12,114.02,4,,,L. elongata OEO-198
3169426,Whole Data Set,1,52.25391,24.18,0.00075,78.537,3.25,70.52,268.79,0.452,0.583,0.287,0.13,2.421,0.218,0.56,0.221,0.059,12/13/22 16:06,13,16.11416667,Zachary Noel,31:f4:e8:3e,13,OEO-304,12,102.85,3,,,M. calciphila OEO-304
3169428,Whole Data Set,1,50.51172,24.35,0.00118,96.481,3.26,80.87,326.161,1.317,0.551,0.194,0.255,1.581,0.27,0.358,0.372,0.114,12/13/22 16:07,14,16.12277778,Zachary Noel,31:f4:e8:3e,14,OEO-196,12,107.54,3,,,L. elongata OEO-196
3169429,Whole Data Set,1,50.32227,24.55,0.00029,139.501,3.38,14.92,50.79,0.374,0.653,0.252,0.095,1.851,0.064,0.627,0.31,0.04,12/13/22 16:07,15,16.13027778,Zachary Noel,31:f4:e8:3e,15,NVP5,12,102.87,3,,,M. elongata NVP
3169431,Whole Data Set,1,49.25684,24.77,0.00106,49.225,4.24,50.75,332.649,0.734,0.339,0.381,0.28,3.114,0.086,0.41,0.505,0.052,12/13/22 16:08,16,16.13944444,Zachary Noel,31:f4:e8:3e,16,CCH_F37_B,12,110.28,4,,,P. citrinum CCH_F37_B
3169449,Whole Data Set,1,38.6748,28.22,0.00045,255.887,2.47,65.36,309.693,1.533,0.469,0.21,0.321,0.566,0.378,-0.387,1.009,0.115,12/13/22 16:25,17,16.43083333,Zachary Noel,31:f4:e8:3e,17,OEO-305,12,108.97,4,,,M. alpina OEO-305
3169450,Whole Data Set,1,39.13477,28.28,0.00053,158.867,2.23,109.04,559.587,2.152,0.433,0.18,0.387,1.236,0.146,-0.234,1.088,0.084,12/13/22 16:26,18,16.43861111,Zachary Noel,31:f4:e8:3e,18,NDF,12,269.35,0,,,control No-drought
3169451,Whole Data Set,1,39.02539,28.39,0.00169,9.109,1.48,11.01,53.553,0.866,0.457,0.291,0.252,1.564,0.263,0.323,0.413,0.015,12/13/22 16:26,19,16.44638889,Zachary Noel,31:f4:e8:3e,19,CCH_F37_B,12,105.19,4,,,P. citrinum CCH_F37_B
3169452,Whole Data Set,1,37.91016,28.51,0.00069,36.52,1.74,13.28,81.726,1.268,0.361,0.282,0.357,1.912,0.172,0.504,0.325,0.025,12/13/22 16:27,20,16.45527778,Zachary Noel,31:f4:e8:3e,20,OEO-304,12,110.36,4,,,M. calciphila OEO-304
3169453,Whole Data Set,1,37.46582,28.65,0.00068,104.606,1.96,53.45,196.669,0.99,0.604,0.199,0.197,1.518,0.311,0.36,0.329,0.071,12/13/22 16:27,21,16.46333333,Zachary Noel,31:f4:e8:3e,21,OEO-196,12,107,4,,,L. elongata OEO-196
3169454,Whole Data Set,1,38.41602,28.82,0.00035,219.327,1.83,67.69,221.212,0.414,0.68,0.226,0.094,4.756,0.124,0.749,0.127,0.077,12/13/22 16:28,22,16.47083333,Zachary Noel,31:f4:e8:3e,22,DF,12,109,2,,,control drought
3169455,Whole Data Set,1,39.26074,29.17,0.0009,71.904,1.76,66.64,260.269,0.795,0.569,0.24,0.191,1.386,0.354,0.37,0.276,0.065,12/13/22 16:28,23,16.48083333,Zachary Noel,31:f4:e8:3e,23,NVP5,12,110.83,3,,,M. elongata NVP
3169456,Whole Data Set,1,39.2627,29.35,-0.05576,54.311,1.76,37.9,187.581,0.88,0.449,0.293,0.258,1.724,0.217,0.198,0.584,-3.028,12/13/22 16:29,24,16.49611111,Zachary Noel,31:f4:e8:3e,24,OEO-198,12,111.18,3,,,L. elongata OEO-198
3169457,Whole Data Set,1,35.83203,29.67,0.00048,55.08,1.76,21.12,69.239,0.407,0.678,0.229,0.093,2.325,0.106,0.556,0.337,0.026,12/13/22 16:30,25,16.51583333,Zachary Noel,31:f4:e8:3e,25,OEO-198,12,112.02,4,,,L. elongata OEO-198
3169458,Whole Data Set,1,36.42969,29.79,0.00031,331.477,1.64,32.28,106.905,0.654,0.671,0.199,0.13,0.769,1.779,-0.877,0.098,0.103,12/13/22 16:31,26,16.52472222,Zachary Noel,31:f4:e8:3e,26,OEO-304,12,109.65,3,,,M. calciphila OEO-304
3169459,Whole Data Set,1,36.54785,29.91,0.00005,620.558,1.56,5.91,20.76,1.418,0.633,0.152,0.215,1.415,0.018,0.492,0.49,0.031,12/13/22 16:32,27,16.53333333,Zachary Noel,31:f4:e8:3e,27,NDF,12,203.33,0,,,control No-drought
3169460,Whole Data Set,1,35.06738,30.04,0.00026,301.541,0.53,43.01,136.339,0.293,0.701,0.231,0.068,-0.385,0.162,3.171,-2.333,0.078,12/13/22 16:32,28,16.54166667,Zachary Noel,31:f4:e8:3e,28,OEO-196,12,203.23,2,,,L. elongata OEO-196
3169461,Whole Data Set,1,36.15039,30.2,0.00142,37.126,1.13,51.94,369.968,0.974,0.312,0.348,0.339,2.084,0.076,0.386,0.539,0.053,12/13/22 16:32,29,16.54944444,Zachary Noel,31:f4:e8:3e,29,OEO-305,12,113.79,3,,,M. alpina OEO-305
3169462,Whole Data Set,1,32.42676,30.48,0.00146,52.057,1.37,52.39,460.17,7.062,0.253,0.093,0.655,1.284,0.069,-0.024,0.955,0.076,12/13/22 16:37,30,16.61833333,Zachary Noel,31:f4:e8:3e,30,NVP5,12,109.58,2,,,M. elongata NVP
3169463,Whole Data Set,1,32.96973,30.49,0.00098,98.944,1.06,91.77,380.482,0.982,0.536,0.234,0.23,2.163,0.284,0.3,0.416,0.097,12/13/22 16:37,31,16.62666667,Zachary Noel,31:f4:e8:3e,31,DF,12,110.41,3,,,control drought
3169464,Whole Data Set,1,34.81641,30.54,0.00046,134.742,1.27,87.34,332.933,0.921,0.583,0.217,0.2,0.143,0.872,-3.729,3.857,0.062,12/13/22 16:38,32,16.63638889,Zachary Noel,31:f4:e8:3e,32,CCH_F37_B,12,107.18,4,,,P. citrinum CCH_F37_B
3169465,Whole Data Set,1,33.31738,30.63,0.00035,159.836,-3.56,97.14,503.181,3.733,0.429,0.121,0.45,0.244,2.79,-3.644,1.854,0.056,12/13/22 16:38,33,16.64972222,Zachary Noel,31:f4:e8:3e,33,NDF,12,200.21,0,,,control No-drought
3169466,Whole Data Set,1,34.74414,30.69,0.00166,73.36,0.42,120.75,704.313,1.889,0.381,0.214,0.404,2.406,0.299,0.127,0.574,0.122,12/13/22 16:39,34,16.6575,Zachary Noel,31:f4:e8:3e,34,OEO-305,12,102.88,3,,,M. alpina OEO-305
3169467,Whole Data Set,1,34.90527,30.75,0.00119,84.257,2.14,87.5,392.808,2.011,0.495,0.168,0.337,1.886,0.216,0.388,0.396,0.1,12/13/22 16:39,35,16.66555556,Zachary Noel,31:f4:e8:3e,35,NVP5,12,115.96,2,,,M. elongata NVP
3169468,Whole Data Set,1,35.31055,30.84,0.00135,43.026,0.93,74.12,395.916,1.116,0.416,0.276,0.308,1.872,0.169,0.332,0.499,0.058,12/13/22 16:40,36,16.67361111,Zachary Noel,31:f4:e8:3e,36,CCH_F37_B,12,111.68,3,,,P. citrinum CCH_F37_B
3169469,Whole Data Set,1,34.33203,30.98,0.00093,59.013,1.21,47.89,261.506,0.718,0.407,0.345,0.248,2.665,0.227,0.449,0.324,0.055,12/13/22 16:41,37,16.68416667,Zachary Noel,31:f4:e8:3e,37,OEO-304,12,110.81,4,,,M. calciphila OEO-304
3169470,Whole Data Set,1,34.21875,31.08,0.00044,104.502,0.85,54.66,199.773,0.912,0.608,0.205,0.187,1.029,0.146,0.438,0.416,0.046,12/13/22 16:41,38,16.69222222,Zachary Noel,31:f4:e8:3e,38,OEO-196,12,102.85,4,,,L. elongata OEO-196
3169471,Whole Data Set,1,33.42871,31.17,0.00124,28.355,0.9,32.46,173.419,1.869,0.416,0.204,0.381,1.714,0.259,0.243,0.498,0.035,12/13/22 16:42,39,16.70027778,Zachary Noel,31:f4:e8:3e,39,OEO-198,12,101.51,4,,,L. elongata OEO-198
3169472,Whole Data Set,1,32.98047,31.29,0.00014,53.953,1,41.18,201.584,1.641,0.454,0.207,0.339,0.732,0.121,0.248,0.631,0.008,12/13/22 16:42,40,16.70944444,Zachary Noel,31:f4:e8:3e,40,DF,12,98.48,3,,,control drought
3169473,Whole Data Set,1,31.87012,31.48,0.00102,49.093,1.03,43.24,278.509,2.193,0.345,0.205,0.45,2.089,0.198,0.348,0.454,0.05,12/13/22 16:43,41,16.72388889,Zachary Noel,31:f4:e8:3e,41,OEO-304,12,104.4,4,,,M. calciphila OEO-304
3169474,Whole Data Set,1,32.2373,31.55,0.00004,-391.268,1.04,83.19,256.752,-0.153,0.72,0.33,-0.051,-1.122,0.275,1.255,-0.531,-0.016,12/13/22 16:44,42,16.73388889,Zachary Noel,31:f4:e8:3e,42,DF,12,205.7,0,,,control drought
3169475,Whole Data Set,1,33.51367,31.66,0.00011,224.141,0.75,2.16,7.497,1.096,0.639,0.172,0.189,0.733,0.414,0.277,0.31,0.025,12/13/22 16:44,43,16.74166667,Zachary Noel,31:f4:e8:3e,43,NVP5,12,106.43,3,,,M. elongata NVP
3169476,Whole Data Set,1,33.70215,31.76,0.00031,78.26,1.17,25.01,83.437,0.409,0.666,0.237,0.097,1.571,0.001,0.524,0.475,0.024,12/13/22 16:45,44,16.75083333,Zachary Noel,31:f4:e8:3e,44,OEO-196,12,113.4,4,,,L. elongata OEO-196
3169477,Whole Data Set,1,31.96875,31.85,0.00023,97.142,0.74,20.33,72.638,1.606,0.622,0.145,0.233,1.254,0.977,-0.127,0.15,0.022,12/13/22 16:45,45,16.76,Zachary Noel,31:f4:e8:3e,45,OEO-305,12,108.77,3,,,M. alpina OEO-305
3169478,Whole Data Set,1,32.8584,31.96,0.00079,109.307,0.49,53.85,243.211,2.157,0.492,0.161,0.347,0.799,0.079,-0.234,1.155,0.086,12/13/22 16:46,46,16.76777778,Zachary Noel,31:f4:e8:3e,46,NDF,12,236.37,0,,,control No-drought
3169479,Whole Data Set,1,33.67871,32.09,0.00011,248.445,0.62,2.35,7.992,0.831,0.654,0.189,0.157,2.683,0.155,0.753,0.092,0.027,12/13/22 16:46,47,16.77583333,Zachary Noel,31:f4:e8:3e,47,CCH_F37_B,12,102.6,4,,,P. citrinum CCH_F37_B
3169480,Whole Data Set,1,33.65137,32.22,0.00138,34.001,0.71,68.61,378.324,1.345,0.403,0.255,0.342,2.011,0.102,0.231,0.667,0.047,12/13/22 16:47,48,16.78555556,Zachary Noel,31:f4:e8:3e,48,OEO-198,12,111.68,3,,,L. elongata OEO-198
3171661,Whole Data Set,1,42.45508,22.67,0.00043,190.931,1.18,50.76,177.923,0.917,0.634,0.191,0.175,1.44,0.241,0.325,0.434,0.082,12/15/22 13:54,1,13.91361111,Zachary Noel,31:f4:e8:3e,1,OEO-196,14,111.2,3,,,L. elongata OEO-196
3171662,Whole Data Set,1,44.36816,22.8,0.00015,305.782,1.33,2.69,13.293,4.309,0.45,0.104,0.447,1.005,0.24,0.231,0.529,0.046,12/15/22 13:55,2,13.92277778,Zachary Noel,31:f4:e8:3e,2,NDF,14,261.47,0,,,control No-drought
3171663,Whole Data Set,1,45.58496,22.92,-213.83871,0,5.25,4.62,13.301,0.187,0.772,0.192,0.036,1.881,0.686,0.249,0.065,0,12/15/22 13:55,3,13.93027778,Zachary Noel,31:f4:e8:3e,3,DF,14,102.51,2,,,control drought
3171664,Whole Data Set,1,46.83203,23.1,0.00016,253.729,1.89,3.02,8.747,0.211,0.768,0.191,0.04,1.23,0.412,0.634,-0.045,0.041,12/15/22 13:56,4,13.93833333,Zachary Noel,31:f4:e8:3e,4,OEO-198,14,115.93,4,,,L. elongata OEO-198
3171665,Whole Data Set,1,47.39746,23.32,0.00177,42.123,5.35,44.09,293.316,1.15,0.334,0.31,0.356,2.536,0.157,0.347,0.496,0.075,12/15/22 13:56,5,13.9475,Zachary Noel,31:f4:e8:3e,5,CCH_F37_B,14,107.6,4,,,P. citrinum CCH_F37_B
3171666,Whole Data Set,1,48.17773,23.53,0.0003,53.369,2.62,61.64,297.123,1.272,0.461,0.237,0.302,1.312,0.298,0.249,0.453,0.016,12/15/22 13:57,6,13.95666667,Zachary Noel,31:f4:e8:3e,6,OEO-305,14,107.39,3,,,M. alpina OEO-305
3171667,Whole Data Set,1,48.87402,23.75,0.00206,41.427,6.36,73.78,537.568,3.034,0.305,0.172,0.522,2.683,0.373,0.185,0.442,0.085,12/15/22 13:57,7,13.96583333,Zachary Noel,31:f4:e8:3e,7,NVP5,14,110.4,3,,,M. elongata NVP
3171668,Whole Data Set,1,48.99023,23.96,0.00172,29.158,4.15,61.62,298.332,0.941,0.459,0.279,0.262,2.578,0.301,0.511,0.189,0.05,12/15/22 13:58,8,13.975,Zachary Noel,31:f4:e8:3e,8,OEO-304,14,110.76,2,,,M. calciphila OEO-304
3171669,Whole Data Set,1,42.36621,24.61,0.0001,-35.494,3.06,2.34,6.731,0.131,0.771,0.202,0.027,1.153,0.988,-0.025,0.038,-0.004,12/15/22 14:00,9,14.00083333,Zachary Noel,31:f4:e8:3e,9,NDF,14,266.96,0,,,control No-drought
3171670,Whole Data Set,1,43.5625,25.08,0.00041,147.23,2.95,19.61,67.242,0.43,0.648,0.246,0.106,1.266,0.126,0.608,0.267,0.06,12/15/22 14:01,10,14.02305556,Zachary Noel,31:f4:e8:3e,10,OEO-305,14,111.1,4,,,M. alpina OEO-305
3171671,Whole Data Set,1,42.87891,25.25,0.00016,159.451,2.96,13.57,40.251,0.21,0.749,0.207,0.043,2.005,0.313,0.499,0.188,0.026,12/15/22 14:01,11,14.03194444,Zachary Noel,31:f4:e8:3e,11,DF,14,98.78,3,,,control drought
3171672,Whole Data Set,1,42.78125,25.48,0.00032,114.59,2.77,16.98,56.754,0.486,0.665,0.225,0.109,1.526,0.131,0.689,0.181,0.037,12/15/22 14:02,12,14.04055556,Zachary Noel,31:f4:e8:3e,12,OEO-198,14,112.48,3,,,L. elongata OEO-198
3171673,Whole Data Set,1,42.96875,25.7,0.0004,184.645,3.67,68.35,232.952,0.288,0.652,0.27,0.078,1.936,0.203,0.516,0.281,0.074,12/15/22 14:03,13,14.05,Zachary Noel,31:f4:e8:3e,13,OEO-304,14,106.39,3,,,M. calciphila OEO-304
3171674,Whole Data Set,1,43.72363,25.89,0.00036,230.118,3.04,53.01,179.014,0.371,0.658,0.25,0.092,1.394,0.061,0.462,0.477,0.083,12/15/22 14:03,14,14.05916667,Zachary Noel,31:f4:e8:3e,14,OEO-196,14,108.49,3,,,L. elongata OEO-196
3171675,Whole Data Set,1,43.42578,26.12,0.00027,151.712,3.07,71.07,321.011,0.511,0.492,0.337,0.172,0.791,0.19,0.324,0.486,0.041,12/15/22 14:04,15,14.06722222,Zachary Noel,31:f4:e8:3e,15,NVP5,14,103.17,4,,,M. elongata NVP
3171676,Whole Data Set,1,43.60547,26.39,0.0014,27.527,3.16,47.71,363.084,1.33,0.292,0.304,0.404,3.22,0.178,0.459,0.363,0.039,12/15/22 14:04,16,14.07888889,Zachary Noel,31:f4:e8:3e,16,CCH_F37_B,14,110.05,4,,,P. citrinum CCH_F37_B
3171677,Whole Data Set,1,41.20117,26.65,0.00022,1980.012,3.32,7.95,23.67,0.408,0.746,0.181,0.074,1.219,1.56,0.218,-0.778,0.436,12/15/22 14:05,17,14.09055556,Zachary Noel,31:f4:e8:3e,17,OEO-305,14,111.36,2,,,M. alpina OEO-305
3171678,Whole Data Set,1,40.94336,26.84,0.00017,100.334,3.27,25.32,83.472,1,0.674,0.163,0.163,0.897,-0.029,0.01,1.019,0.017,12/15/22 14:06,18,14.10055556,Zachary Noel,31:f4:e8:3e,18,NDF,14,296.57,0,,,control No-drought
3171679,Whole Data Set,1,41.52637,27.08,0.00021,275.786,2.93,18.55,59.322,0.231,0.695,0.248,0.057,1.378,0.068,0.613,0.319,0.058,12/15/22 14:06,19,14.10916667,Zachary Noel,31:f4:e8:3e,19,CCH_F37_B,14,103.2,4,,,P. citrinum CCH_F37_B
3171680,Whole Data Set,1,39.12207,27.3,0.00017,272.119,2.99,12.79,39.515,0.42,0.719,0.198,0.083,1.709,0.066,0.594,0.34,0.046,12/15/22 14:07,20,14.1175,Zachary Noel,31:f4:e8:3e,20,OEO-304,14,113.1,4,,,M. calciphila OEO-304
3171681,Whole Data Set,1,37.47852,27.5,0.00116,137.742,3.01,140.37,615.274,1.719,0.507,0.181,0.312,1.377,0.056,0.217,0.727,0.16,12/15/22 14:07,21,14.12638889,Zachary Noel,31:f4:e8:3e,21,OEO-196,14,110.22,2,,,L. elongata OEO-196
3171682,Whole Data Set,1,37.74805,27.72,0.00101,119.404,2.93,105.77,446.849,0.615,0.526,0.294,0.181,1.739,0.242,0.21,0.548,0.121,12/15/22 14:08,22,14.135,Zachary Noel,31:f4:e8:3e,22,DF,14,106.83,2,,,control drought
3171683,Whole Data Set,1,37.5752,27.94,0.00061,213.551,3.31,103.59,384.294,0.779,0.599,0.225,0.176,1.33,0.645,0.02,0.335,0.13,12/15/22 14:08,23,14.14416667,Zachary Noel,31:f4:e8:3e,23,NVP5,14,113.38,3,,,M. elongata NVP
3171684,Whole Data Set,1,35.36523,28.16,0.00117,103.87,2.81,73.86,316.872,1.713,0.518,0.178,0.304,1.264,0.321,0.186,0.493,0.122,12/15/22 14:09,24,14.15305556,Zachary Noel,31:f4:e8:3e,24,OEO-198,14,112.31,3,,,L. elongata OEO-198
3171685,Whole Data Set,1,34.87402,28.47,0.00027,178.595,2.92,39.54,127.512,0.241,0.689,0.251,0.061,1.091,0.068,0.365,0.567,0.048,12/15/22 14:10,25,14.16694444,Zachary Noel,31:f4:e8:3e,25,OEO-198,14,112.62,4,,,L. elongata OEO-198
3171686,Whole Data Set,1,35.42676,28.64,0.00021,203.121,2.69,40.42,131.113,0.509,0.685,0.209,0.106,1.081,0.316,0.45,0.234,0.043,12/15/22 14:10,26,14.17583333,Zachary Noel,31:f4:e8:3e,26,OEO-304,14,106.22,3,,,M. calciphila OEO-304
3171687,Whole Data Set,1,34.69727,28.83,0.00062,125.772,5.82,68.04,309.193,2.504,0.489,0.146,0.365,0.624,0.69,-0.644,0.953,0.078,12/15/22 14:11,27,14.18527778,Zachary Noel,31:f4:e8:3e,27,NDF,14,274.86,0,,,control No-drought
3171688,Whole Data Set,1,34.48242,28.99,0.00023,865.451,2.34,23.24,73.461,0.46,0.703,0.204,0.094,-0.408,-0.738,2.513,-0.775,0.199,12/15/22 14:11,28,14.19388889,Zachary Noel,31:f4:e8:3e,28,OEO-196,14,160.06,0,,,L. elongata OEO-196
3171689,Whole Data Set,1,33.42871,29.2,0.00141,50.594,2.35,70.48,365.072,0.931,0.429,0.296,0.275,2.185,0.25,0.227,0.523,0.071,12/15/22 14:12,29,14.20361111,Zachary Noel,31:f4:e8:3e,29,OEO-305,14,112.67,4,,,M. alpina OEO-305
3171690,Whole Data Set,1,33.5625,29.38,0.00067,179.903,2.47,79.59,356.578,0.833,0.496,0.275,0.229,1.147,0.137,0.26,0.603,0.121,12/15/22 14:12,30,14.21305556,Zachary Noel,31:f4:e8:3e,30,NVP5,14,106.42,2,,,M. elongata NVP
3171691,Whole Data Set,1,34.77637,29.54,0.00096,89.616,2.45,92.92,350.574,0.964,0.589,0.209,0.202,1.704,0.337,0.354,0.31,0.086,12/15/22 14:13,31,14.2225,Zachary Noel,31:f4:e8:3e,31,DF,14,111.24,4,,,control drought
3171692,Whole Data Set,1,34.69434,29.73,0.00112,108.921,2.3,97.12,445.9,1.201,0.484,0.235,0.282,1.293,0.065,0.08,0.855,0.122,12/15/22 14:13,32,14.23055556,Zachary Noel,31:f4:e8:3e,32,CCH_F37_B,14,112.63,4,,,P. citrinum CCH_F37_B
3171693,Whole Data Set,1,31.6875,30.07,0.00011,177.328,2.44,6.56,22.829,1.527,0.639,0.143,0.218,0.889,1.511,-0.95,0.438,0.02,12/15/22 14:15,33,14.25638889,Zachary Noel,31:f4:e8:3e,33,NDF,14,237.67,0,,,control No-drought
3171694,Whole Data Set,1,32.43945,30.15,0.00009,291.109,2.04,4.67,14.023,0.344,0.74,0.194,0.067,1.511,0.893,-0.279,0.385,0.026,12/15/22 14:15,34,14.26416667,Zachary Noel,31:f4:e8:3e,34,OEO-305,14,109.27,2,,,M. alpina OEO-305
3171695,Whole Data Set,1,31.51855,30.25,0.00017,0,2.38,13.49,45.27,0.727,0.662,0.196,0.142,0.953,0.907,-0.077,0.17,0,12/15/22 14:16,35,14.2725,Zachary Noel,31:f4:e8:3e,35,NVP5,14,113.25,3,,,M. elongata NVP
3171696,Whole Data Set,1,32.00977,30.38,0.00018,179.908,2.33,28.38,120.137,2.705,0.525,0.128,0.347,0.362,2.627,-3.092,1.466,0.032,12/15/22 14:16,36,14.28055556,Zachary Noel,31:f4:e8:3e,36,CCH_F37_B,14,112.24,3,,,P. citrinum CCH_F37_B
3171697,Whole Data Set,1,32.04688,30.55,0.0002,270.483,2.48,19.22,66.844,1.153,0.639,0.168,0.194,1.325,0.44,0.361,0.199,0.054,12/15/22 14:17,37,14.28861111,Zachary Noel,31:f4:e8:3e,37,OEO-304,14,111.01,4,,,M. calciphila OEO-304
3171713,Whole Data Set,1,30.97363,30.74,0.00041,208.656,1.85,74.93,261.393,0.561,0.637,0.232,0.13,0.72,0.399,0.18,0.42,0.086,12/15/22 14:18,38,14.3,Zachary Noel,31:f4:e8:3e,38,OEO-196,14,107.29,4,,,L. elongata OEO-196
3171739,Whole Data Set,1,30.56348,30.92,0.00035,110.298,1.49,25.59,85.254,0.412,0.667,0.236,0.097,0.517,0.165,0.361,0.474,0.039,12/15/22 14:18,39,14.30972222,Zachary Noel,31:f4:e8:3e,39,OEO-198,14,103.22,4,,,L. elongata OEO-198
